source_rank,tld,source_status,evidence_state,evidence_date,report_ref,fixture_ref,fixture_scope,evidence_note,follow_up_state,follow_up_date,follow_up_report_ref,follow_up_fixture_ref,follow_up_note
67,azure-dns-info,undelegated,classification_only,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Undelegated/non-public; no parser or availability inference,"","","","",""
68,za,delegated,unknown_unsafe,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Restricted,"","","","",""
69,pt,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
70,dk,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
71,network,delegated,summary_only_unsupported,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Unsupported,"","","","",""
72,gr,delegated,unknown_unsafe,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Restricted,"","","","",""
73,gg,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
74,live,delegated,summary_only_unsupported,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Unsupported,"","","","",""
75,ro,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
76,cl,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
77,la,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
78,th,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
79,nz,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
80,is,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
81,il,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
82,hu,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
83,im,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
84,pk,delegated,unknown_unsafe,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Unresolved,port43_parser_pair_not_standard_route,2026-09-25,docs/audits/top1000-es-pk-shop-dev-app-2026-09-25.md,spec/fixtures/responses/whois.pknic.net.pk/pk,"The report documents a registered and explicit-availability pair at PKNIC, but the locked whois client maps .pk to a legacy web adapter."
85,sh,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
86,ae,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
87,bg,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
88,kz,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
89,my,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
90,pro,delegated,summary_only_unsupported,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Unsupported,"","","","",""
91,lt,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
92,ee,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
93,ws,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
94,si,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
95,ph,delegated,classification_only,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Web-only; no port-43 parser or availability inference,"","","","",""
96,rs,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
97,ie,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
98,pe,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
99,fm,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Healthy,"","","","",""
100,link,delegated,summary_only_healthy_fixed,2026-09-19,docs/audits/top-100-tlds-2026-09-19.md,"",not_reported,Fixed,"","","","",""
103,top,delegated,registered_only,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,"whois.nic.top | Registered response returned for the probe | Standard mapping, no dedicated parser",paired,2026-09-25,docs/audits/top-us-current-2026-09-25.md,spec/fixtures/responses/whois.nic.top/top/status_registered_current.txt;spec/fixtures/responses/whois.nic.top/top/status_absent_current.txt,A later bounded report records registered and exact authoritative absence evidence; the pinned scorecard does not add this follow-up to its counts.
104,uz,delegated,registered_only,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,"whois.cctld.uz | Current registered and exact generated-name no-entry responses returned | Tightened parser to full-line, .uz-anchored evidence",paired,2026-09-25,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260925_ranks104_105,The report adds current registered and exact generated-name no-entry evidence after the scorecard baseline.
105,sa,delegated,registered_only,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,"whois.nic.net.sa | Current registered and exact generated-name no-match responses returned | Tightened parser to full-line, .sa-anchored evidence",paired,2026-09-25,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260925_ranks104_105,The report adds current registered and exact generated-name no-match evidence after the scorecard baseline.
110,lv,delegated,paired,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,whois.nic.lv | Registered and free responses parse | Healthy,"","","","",""
111,bz,delegated,paired,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,whois.afilias-grs.info | Registered and free responses parse | Healthy,"","","","",""
112,so,delegated,paired,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,whois.nic.so | Registered and no-object responses parse | Healthy,"","","","",""
113,one,delegated,paired,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,whois.nic.one | ICANN-shaped registered and No Data Found responses parse | Existing parser,"","","","",""
114,ke,delegated,paired,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,whois.kenic.or.ke | Active EPP status and no-object responses parse | Fixed status handling,"","","","",""
115,hr,delegated,paired,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,whois.dns.hr | Current notice-prefixed registered and no-entry responses parse | Fixed scanner and evidence handling,"","","","",""
117,st,delegated,paired,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,whois.nic.st | Registered and no-entry responses parse | Healthy,"","","","",""
121,am,delegated,paired,2026-09-19,docs/audits/top-101-125-tlds-2026-09-19.md,spec/fixtures/responses/audit_20260919_ranks101_125,report_collection,"whois.amnic.net | Current active, registrar locked and no-match responses parse | Fixed status handling","","","","",""
146,cr,delegated,paired,2026-09-19,docs/audits/top-126-150-tlds-2026-09-19.md,spec/fixtures/responses/audit-126-150-2026-09-19,report_collection,Port 43 returns standard no entries found and domain records | Fixed,"","","","",""
147,ir,delegated,paired,2026-09-19,docs/audits/top-126-150-tlds-2026-09-19.md,spec/fixtures/responses/audit-126-150-2026-09-19,report_collection,Port 43 returns standard no entries found and domain: records | Fixed safety,"","","","",""
148,ve,delegated,paired,2026-09-19,docs/audits/top-126-150-tlds-2026-09-19.md,spec/fixtures/responses/audit-126-150-2026-09-19,report_collection,Port 43 now uses no entries found and domain: records | Fixed,"","","","",""
158,cat,delegated,paired,2026-09-19,docs/audits/topdomains-151-175-2026-09-19.md,spec/fixtures/responses/topdomains_151_175,report_collection,whois.nic.cat | Registered and absent responses parse | Added current host mapping and absence marker,"","","","",""
161,tz,delegated,paired,2026-09-19,docs/audits/topdomains-151-175-2026-09-19.md,spec/fixtures/responses/topdomains_151_175,report_collection,whois.tznic.or.tz | Registered and absent responses parse | Fixed missing-status registered response,"","","","",""
162,ug,delegated,paired,2026-09-19,docs/audits/topdomains-151-175-2026-09-19.md,spec/fixtures/responses/topdomains_151_175,report_collection,whois.co.ug | Registered and absent responses parse | Added current domain and absence wording,"","","","",""
165,mk,delegated,paired,2026-09-19,docs/audits/topdomains-151-175-2026-09-19.md,spec/fixtures/responses/topdomains_151_175,report_collection,whois.marnet.mk | Registered and absent responses parse | Added host parser and missing-status mapping,"","","","",""
169,gl,delegated,paired,2026-09-19,docs/audits/topdomains-151-175-2026-09-19.md,spec/fixtures/responses/topdomains_151_175,report_collection,whois.nic.gl | Registered and absent responses parse | Updated current CentralNic layout safely,"","","","",""
173,vg,delegated,paired,2026-09-19,docs/audits/topdomains-151-175-2026-09-19.md,spec/fixtures/responses/topdomains_151_175,report_collection,whois.nic.vg | Registered and absent responses parse | Added current CentralNic host parser,"","","","",""
174,sn,delegated,paired,2026-09-19,docs/audits/topdomains-151-175-2026-09-19.md,spec/fixtures/responses/topdomains_151_175,report_collection,whois.nic.sn | Registered and absent responses parse | Recognised current %% NOT FOUND wording,"","","","",""
177,om,delegated,paired,2026-09-19,docs/audits/top-176-200-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_176_200,report_collection,whois.registry.om | Healthy | google.om registered and generated label returned No Data Found; existing parser covered both.,"","","","",""
185,dz,delegated,paired,2026-09-19,docs/audits/top-176-200-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_176_200,report_collection,whois.nic.dz | Fixed | Current registered output uses Domain Name: and absence uses % No match for domain; the parser now handles both.,"","","","",""
187,vc,delegated,paired,2026-09-19,docs/audits/top-176-200-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_176_200,report_collection,whois.afilias-grs.info | Fixed | Current Afilias block parsed after avoiding key/value headers as a disclaimer and stopping at the registry footer; registered and Domain not found. fixtures pass.,"","","","",""
193,cm,delegated,paired,2026-09-19,docs/audits/top-176-200-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_176_200,report_collection,"whois.netcom.cm | Fixed | Current output uses Domain Name: and EPP status URLs, while absence uses The queried object does not exist: No Object Found; both now classify safely.","","","","",""
200,mw,delegated,paired,2026-09-19,docs/audits/top-176-200-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_176_200,report_collection,whois.nic.mw | Fixed | Current whoisd output has no status key; the parser now uses the exact no-entries marker for availability and domain-key presence for registration.,"","","","",""
202,cd,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,whois.nic.cd / standard | Current registered and no-object responses parse correctly | Fixed registered evidence to accept Registry Domain ID,"","","","",""
204,asia,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,whois.nic.asia / standard | Current registered and Domain not found. responses parse | Added current Name Server label fallback and unknown safety,"","","","",""
209,rw,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,whois.ricta.org.rw / standard | Current registered and no-object responses parse correctly | Added CoCCA parser and mapping coverage,"","","","",""
213,gy,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,whois.registry.gy / standard | Current registered and no-object responses parse correctly | Current no-object marker now maps to available,"","","","",""
216,as,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,whois.nic.as / standard | Current registered and no-object responses parse correctly | Registration now requires record evidence; added current no-object marker,"","","","",""
217,tm,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,"whois.nic.tm / standard | Current registered and purchase-availability responses parse correctly | Healthy, no new change","","","","",""
218,sc,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,"whois.afilias-grs.info / Afilias | Current registered and Domain not found. responses parse correctly | Healthy, no new change","","","","",""
222,af,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,whois.nic.af / standard | Current registered and no-object responses parse correctly | Current no-object marker now maps to available,"","","","",""
224,store,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,whois.nic.store / standard | Current registered and Radix availability responses parse correctly | Added Radix parser and mapping coverage,"","","","",""
225,mg,delegated,paired,2026-09-19,docs/audits/top-201-225-tlds-2026-09-19.md,spec/fixtures/responses/topdomains_201_225,report_collection,whois.nic.mg / standard | Current registered and no-object responses parse correctly | Current no-object marker now maps to available,"","","","",""
226,zm,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.zicta.zm | Registered and authoritative no-object response | Existing ICANN parser coverage validated; .zm uses the reserved zicta.zm registered probe.,"","","","",""
227,vip,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.nic.vip | Registered and No Data Found absence | Existing ICANN parser coverage validated.,"","","","",""
228,tg,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.nic.tg | Registered and NO OBJECT FOUND! absence | Existing JWhoisServer parser coverage validated.,"","","","",""
229,tl,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.nic.tl | Registered and CoCCA no-object absence | Existing CoCCA parser coverage validated.,"","","","",""
230,sl,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.nic.sl | Registered and Domain Status: No Object Found absence | Existing parser coverage validated.,"","","","",""
234,sb,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.nic.net.sb | Registered and CoCCA no-object absence | Existing CoCCA parser coverage validated.,"","","","",""
239,je,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.je | Registered and NOT FOUND absence | Existing current Jersey parser coverage validated.,"","","","",""
242,pr,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.afilias-srs.net | Registered and Domain not found. absence | Existing shared Afilias parser coverage validated against the current host mapping.,"","","","",""
244,bj,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.nic.bj | Registered and no-record absence | Existing parser and legacy fixtures remain covered.,"","","","",""
245,ht,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.nic.ht | Registered and CoCCA no-object absence | Existing CoCCA parser and legacy fixtures remain covered.,"","","","",""
246,su,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.tcinet.ru | Registered and authoritative no-entry response | Existing TCI parser and fixtures remain covered.,"","","","",""
250,fun,delegated,paired,2026-09-19,docs/audits/topdomains-226-250-2026-09-19.md,spec/fixtures/responses/topdomains_226_250,report_collection,whois.nic.fun | Registered and exact availability sentence | Existing ICANN parser coverage validated.,"","","","",""
256,nf,delegated,paired,2026-09-19,docs/audits/topdomains-251-275-2026-09-19.md,spec/fixtures/responses/topdomains_251_275,report_collection,whois.nic.nf | Registered and authoritative no-object response | Added current no-object availability mapping,"","","","",""
257,ink,delegated,paired,2026-09-19,docs/audits/topdomains-251-275-2026-09-19.md,spec/fixtures/responses/topdomains_251_275,report_collection,whois.nic.ink | Registered and No Data Found absence | Added current ICANN parser and host mapping,"","","","",""
259,pw,delegated,paired,2026-09-19,docs/audits/topdomains-251-275-2026-09-19.md,spec/fixtures/responses/topdomains_251_275,report_collection,whois.nic.pw | Registered and available responses parse | Existing CentralNic parser validated,"","","","",""
269,gi,delegated,paired,2026-09-19,docs/audits/topdomains-251-275-2026-09-19.md,spec/fixtures/responses/topdomains_251_275,report_collection,whois.afilias-grs.info | Registered and Domain not found. absence | Existing shared Afilias parser validated,"","","","",""
